title,combined
Angel Beats!,"Drama, Supernatural School P.A. Works Aniplex, Dentsu, Mainichi Broadcasting System, CBC Television, Movic, Visual Arts, ASCII Media Works Sentai Filmworks, Aniplex of America"
Kusuriya no Hitorigoto,"Drama, Mystery Historical, Medical OLM, TOHO animation STUDIO Dentsu, Square Enix, Nippon Television Network, TOHO animation, Shogakukan, Imagica Infos"
Akira,"Action, Adventure, Horror, Sci-Fi, Supernatural Gore, Military Tokyo Movie Shinsha Mainichi Broadcasting System, Kodansha, TOHO, Streamline Pictures Funimation, Bandai Entertainment, Geneon Entertainment USA"
Given,"Boys Love, Drama Music, School Lerche Aniplex, Dentsu, Movic, Fuji TV, Shinshokan"
Ookami to Koushinryou,"Adventure, Drama, Fantasy, Romance Adult Cast Imagin Victor Entertainment, Pony Canyon, Movic, Kadokawa Pictures Japan Funimation, Kadokawa Pictures USA"
Owarimonogatari 2nd Season,"Comedy, Mystery, Supernatural Vampire Shaft Aniplex, Kodansha Aniplex of America"
Durarara!!,"Action, Mystery, Supernatural Brain's Base Aniplex, Square Enix, Mainichi Broadcasting System, Movic, ASCII Media Works, Sakura Create Aniplex of America"
Fruits Basket 1st Season,"Drama, Romance, Supernatural Love Polygon, School TMS Entertainment TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN Funimation"
Majo no Takkyuubin,"Adventure, Award Winning, Comedy, Drama, Fantasy Studio Ghibli Streamline Pictures Disney Platform Distribution, GKIDS"
Koukaku Kidoutai,"Action, Award Winning, Mystery, Sci-Fi, Suspense Adult Cast, Detective, Mecha, Psychological Production I.G Bandai Visual, Kodansha Manga Entertainment"
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,"Action, Fantasy, Supernatural ufotable Aniplex, Notes, Kadokawa Aniplex of America"
Trigun,"Action, Adventure, Sci-Fi Adult Cast Madhouse Victor Entertainment Funimation"
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,"Drama, Fantasy Kyoto Animation Shochiku, ABC Animation Funimation"
Shokugeki no Souma: Ni no Sara,"Gourmet, Ecchi School J.C.Staff Dentsu, Lantis, Mainichi Broadcasting System, Warner Bros. Japan, KlockWorx, Showgate, Shueisha Sentai Filmworks"
Boku no Hero Academia 6th Season,"Action School, Super Power Bones Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha"
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Award Winning, Drama, Fantasy, Suspense Mahou Shoujo, Psychological Shaft Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha Aniplex of America"
Owarimonogatari,"Comedy, Mystery, Supernatural Vampire Shaft Aniplex Aniplex of America"
Made in Abyss: Retsujitsu no Ougonkyou,"Adventure, Drama, Fantasy, Mystery, Sci-Fi Gore Kinema Citrus AT-X, Takeshobo, Kadokawa Media House, Cygames, Kadokawa, Global Solutions, Sony Music Solutions, IRMA LA DOUCE Sentai Filmworks"
Boku no Hero Academia 3rd Season,"Action School, Super Power Bones Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha Funimation"
Vivy: Fluorite Eye's Song,"Action, Sci-Fi, Suspense Music, Time Travel Wit Studio Aniplex Aniplex of America"
Sora yori mo Tooi Basho,"Adventure, Comedy, Drama CGDCT Madhouse Movic, AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa, NewGin, Crunchyroll SC Anime Fund"
Naruto,"Action, Adventure, Fantasy Martial Arts Pierrot TV Tokyo, Aniplex, Shueisha VIZ Media"
Zankyou no Terror,"Mystery, Suspense Detective, Psychological MAPPA Aniplex, Dentsu, Fuji TV, Tohokushinsha Film Corporation, Kyoraku Industrial Holdings Funimation"
Sakura-sou no Pet na Kanojo,"Drama, Romance School, Visual Arts J.C.Staff Frontier Works, Genco, Media Factory, Animax, Mainichi Broadcasting System, ASCII Media Works, Sony Music Communications Sentai Filmworks"
Summertime Render,"Mystery, Supernatural, Suspense Time Travel OLM Shogakukan-Shueisha Productions, Movic, MAGES., Tokyo MX, Shueisha, Toy's Factory, Bandai Spirits"
Ookami to Koushinryou II,"Adventure, Drama, Fantasy, Romance Adult Cast Brain's Base, Marvy Jack Imagin, Pony Canyon, Movic, Kadokawa Pictures Japan, flying DOG, ASCII Media Works Funimation"
Kuroko no Basket,"Sports School, Team Sports Production I.G Bandai Visual, Lantis, Nihon Ad Systems, Mainichi Broadcasting System, Banpresto, Shueisha, BS11"
Kill la Kill,"Action, Comedy, Fantasy, Ecchi School, Super Power Trigger Aniplex, Dentsu, Kadokawa Shoten, Mainichi Broadcasting System, Movic, Ultra Super Pictures, Lucent Pictures Entertainment Aniplex of America"
Fate/stay night Movie: Heaven's Feel - III. Spring Song,"Action, Fantasy, Supernatural ufotable Aniplex, Notes, Kadokawa Aniplex of America"
Tenkuu no Shiro Laputa,"Adventure, Award Winning, Fantasy, Romance, Sci-Fi Studio Ghibli Tokuma Shoten, Streamline Pictures Disney Platform Distribution, GKIDS"
Steins;Gate: Oukoubakko no Poriomania,"Comedy, Sci-Fi Time Travel White Fox Frontier Works Funimation"
Hyouka,"Mystery, Slice of Life School Kyoto Animation Lantis, Kadokawa Shoten, KlockWorx, chara-ani.com, Animation Do Funimation"
Mushoku Tensei II: Isekai Ittara Honki Dasu,"Adventure, Drama, Fantasy, Ecchi Isekai, Reincarnation Studio Bind Frontier Works, TOHO, TOHO animation, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE Entertainment"
Usagi Drop,"Slice of Life Childcare, Iyashikei Production I.G Dentsu, Fuji TV, TOHO, Tohokushinsha Film Corporation, Sony Music Entertainment, Sakura Create, Fujipacific Music, Shodensha NIS America, Inc."
Bungou Stray Dogs 3rd Season,"Action, Mystery, Supernatural Adult Cast, Detective, Organized Crime, Super Power Bones WOWOW, Lantis, Movic, Bandai Namco Live Creative, Sony Music Entertainment, Glovision, Kadokawa Media House, Kadokawa, Bandai Namco Arts"
K-On!!,"Award Winning, Comedy CGDCT, Music, School Kyoto Animation Pony Canyon, TBS, Movic, Rakuonsha, Animation Do Sentai Filmworks"
Nisemonogatari,"Comedy, Mystery, Supernatural, Ecchi Shaft Aniplex, Kodansha, Rakuonsha Aniplex of America"
Kaze no Tani no Nausicaä,"Adventure, Award Winning, Fantasy Topcraft Disney Platform Distribution, GKIDS"
Gintama': Enchousen,"Action, Comedy, Sci-Fi Gag Humor, Historical, Parody, Samurai Sunrise TV Tokyo, Aniplex, Dentsu, Shueisha, Miracle Bus"
Shinsekai yori,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Suspense Psychological A-1 Pictures Aniplex, TV Asahi, Pony Canyon Sentai Filmworks"
Ping Pong the Animation,"Award Winning, Drama, Sports Tatsunoko Production Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings Funimation"
Josee to Tora to Sakana-tachi,"Drama, Romance Adult Cast, Visual Arts Bones Shochiku, Kadokawa, Sonilude, Movie Walker Funimation"
Bakuman. 3rd Season,"Comedy, Drama, Romance Otaku Culture J.C.Staff NHK, Shueisha"
Great Pretender,"Action, Adventure, Mystery Adult Cast, Organized Crime Wit Studio Production I.G, Fuji TV, BS Fuji, TOHO animation, Hakuhodo DY Media Partners"
Toki wo Kakeru Shoujo,"Award Winning, Drama, Romance, Sci-Fi School, Time Travel Madhouse Kadokawa Shoten, Bandai, Memory-Tech, Happinet Pictures Funimation, Bandai Entertainment, Kadokawa Pictures USA"
Kobayashi-san Chi no Maid Dragon S,"Fantasy, Slice of Life Kyoto Animation Lantis, ABC Animation, Heart Company"
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Romance Love Polygon, School Brain's Base Geneon Universal Entertainment, TBS, Delfi Sound, Marvelous AQL, Atelier Musa Sentai Filmworks"
Cowboy Bebop: Tengoku no Tobira,"Action, Sci-Fi Adult Cast, Space Bones Sunrise, Bandai Visual Sony Pictures Entertainment, Funimation"
Noragami,"Action, Fantasy Mythology Bones Avex Entertainment, Dentsu, Shochiku, Kodansha, Movic, Ai Addiction Inc., Lawson HMV Entertainment, A-Sketch Funimation"
Kaichou wa Maid-sama!,"Comedy, Romance School J.C.Staff Geneon Universal Entertainment, TBS, Hakusensha, Half H.P Studio Sentai Filmworks"
Hajime no Ippo: New Challenger,"Sports Combat Sports Madhouse VAP, Kodansha, Nippon Television Network"
Clannad,"Drama, Romance, Supernatural School Kyoto Animation Pony Canyon, TBS, Movic, Animation Do Sentai Filmworks"
Tate no Yuusha no Nariagari,"Action, Adventure, Drama, Fantasy Isekai Kinema Citrus Frontier Works, AT-X, Nippon Columbia, Glovision, Good Smile Company, Sammy, Crunchyroll, Kadokawa Media House, NTT Plala, Kadokawa Funimation"
Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Comedy, Romance Historical, Samurai Gallop, Studio Deen Aniplex, SME Visual Works, Fuji TV Media Blasters, Aniplex of America"
Bleach,"Action, Adventure, Fantasy Pierrot TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Shueisha VIZ Media"
Bakuman. 2nd Season,"Comedy, Drama, Romance Otaku Culture J.C.Staff NHK, Shueisha Media Blasters"
Black Lagoon: The Second Barrage,"Action Adult Cast, Organized Crime Madhouse Geneon Universal Entertainment, Shogakukan-Shueisha Productions Funimation, Geneon Entertainment USA"
Houseki no Kuni,"Action, Drama, Fantasy, Mystery Anthropomorphic Orange Mainichi Broadcasting System, Kodansha, Movic, AT-X, TOHO animation, Tokyo MX, Q-Tec, Kyoraku Industrial Holdings, BS11 Sentai Filmworks"
Bakuman.,"Comedy, Drama, Romance Otaku Culture J.C.Staff NHK, Shueisha Media Blasters"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,"Drama, Suspense Psychological, School Lerche Studio Hibari, Movic, AT-X, Sammy, Crunchyroll, Kadokawa Media House, Kadokawa, Bandai Namco Music Live"
Shelter (Music),"Sci-Fi Music A-1 Pictures Aniplex, Half H.P Studio, Crunchyroll"
Black Lagoon,"Action Adult Cast, Organized Crime Madhouse Geneon Universal Entertainment, Shogakukan-Shueisha Productions Funimation, Geneon Entertainment USA"
Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy A-1 Pictures Aniplex, Dentsu, Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, GYAO! Aniplex of America"
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,"Drama, Fantasy P.A. Works Bandai Visual, Lantis, Rakuonsha, Showgate, Hakuhodo DY Music & Pictures, Cygames Eleven Arts"
Shin Evangelion Movie:||,"Action, Award Winning, Drama, Sci-Fi, Suspense Mecha, Psychological Khara GKIDS"
Darker than Black: Kuro no Keiyakusha,"Action, Mystery, Sci-Fi Super Power Bones Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Myrica Music Funimation"
Gintama.,"Action, Comedy, Sci-Fi Gag Humor, Historical, Parody, Samurai Bandai Namco Pictures TV Tokyo, Aniplex, Dentsu, Shueisha"
Jigokuraku,"Action, Adventure, Fantasy Gore, Historical, Samurai MAPPA Twin Engine"
Shokugeki no Souma: San no Sara,"Gourmet, Ecchi School J.C.Staff Lantis, Warner Bros. Japan, KlockWorx, Shueisha Sentai Filmworks"
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou","Drama, Fantasy Kyoto Animation Lantis, Pony Canyon, Rakuonsha, ABC Animation"
Dragon Ball,"Action, Adventure, Comedy, Fantasy Martial Arts, Super Power Toei Animation Fuji TV, Shueisha Funimation"
Katanagatari,"Action, Adventure, Romance Historical, Martial Arts White Fox Aniplex, Lantis, Kodansha, Movic, Fuji TV NIS America, Inc."
K-On! Movie,"Award Winning, Comedy CGDCT, Music Kyoto Animation Pony Canyon, Animation Do Sentai Filmworks"
Kamisama Hajimemashita,"Comedy, Fantasy, Romance Mythology TMS Entertainment TV Tokyo, Dentsu, Sotsu, Pony Canyon, Hakusensha, DAX Production Funimation"
Initial D First Stage,"Action, Drama Racing Gallop, Studio Comet OB Planning, Fuji TV Funimation, Tokyopop"
5-toubun no Hanayome ∬,"Comedy, Romance Harem, School Bibury Animation Studios Pony Canyon, Kodansha, DAX Production, BS11, Nichion, GYAO!, Good Smile Film, MAGNET"
Dragon Ball Super: Broly,"Action, Adventure, Fantasy Martial Arts, Super Power Toei Animation Fuji TV, Bandai, Bandai Namco Entertainment, Shueisha Funimation"
Kage no Jitsuryokusha ni Naritakute! 2nd Season,"Action, Comedy, Fantasy Isekai, Reincarnation Nexus AT-X, Magic Capsule, BS NTV, Kadokawa, NewGin, Aiming Sentai Filmworks"
Kobayashi-san Chi no Maid Dragon,"Fantasy, Slice of Life Kyoto Animation Lantis, Pony Canyon, ABC Animation Funimation, Crunchyroll"
Yuru Camp△,"Slice of Life CGDCT, Iyashikei C-Station Sotsu, AT-X, Sony Music Communications, MAGES., 81 Produce, BS11, FuRyu, Crunchyroll SC Anime Fund"
Mahoutsukai no Yome,"Drama, Fantasy, Romance Mythology Wit Studio Production I.G, Shochiku, flying DOG, Mag Garden Funimation"
FLCL,"Action, Avant Garde, Comedy, Sci-Fi, Suspense Mecha, Parody, Psychological Gainax, Production I.G Starchild Records, King Records Funimation"
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,"Comedy, Drama, Romance School A-1 Pictures Aniplex, Mainichi Broadcasting System, Shueisha, JR East Marketing & Communications Aniplex of America"
Bakemono no Ko,"Adventure, Fantasy Anthropomorphic, Isekai Studio Chizu Dentsu, Yomiuri Telecasting, Kadokawa Shoten, TOHO, Nippon Television Network, Arquebuse Funimation"
Kimi ni Todoke,"Drama, Romance School Production I.G VAP, Nippon Television Network, Shueisha NIS America, Inc."
Overlord,"Action, Adventure, Fantasy Isekai Madhouse AT-X, Grooove, Hakuhodo DY Music & Pictures, Kadokawa Funimation"
Redline,"Action, Sci-Fi Adult Cast, Racing Madhouse Tohokushinsha Film Corporation Anchor Bay Films"
ReLIFE,"Drama, Romance School TMS Entertainment Aniplex, Half H.P Studio, comico, Hakuhodo DY Media Partners, Lawson, C & I entertainment, TMS Music Funimation, Crunchyroll"
Akatsuki no Yona,"Action, Adventure, Fantasy, Romance Pierrot VAP, Hakusensha, AT-X, Delfi Sound, Marvelous AQL, Tokyo MX, Age Global Networks, Docomo Anime Store, Top-Insight International Funimation"
ReLIFE: Kanketsu-hen,"Drama, Romance School TMS Entertainment comico, TMS Music Funimation"
JoJo no Kimyou na Bouken Part 6: Stone Ocean,"Action, Adventure, Supernatural David Production Warner Bros. Japan VIZ Media"
Kamisama Hajimemashita◎,"Comedy, Fantasy, Romance Mythology TMS Entertainment Dentsu, Sotsu Funimation"
Bleach: Sennen Kessen-hen - Ketsubetsu-tan,"Action, Adventure, Fantasy Pierrot TV Tokyo, Aniplex, Dentsu, Shueisha, Zack Promotion VIZ Media"
Tokyo Revengers,"Action, Drama, Supernatural Delinquents, Time Travel LIDENFILMS Mainichi Broadcasting System, Pony Canyon, Kodansha, AT-X, Ultra Super Pictures, Studio Mausu, Sammy"
Koukaku Kidoutai: Stand Alone Complex,"Action, Award Winning, Mystery, Sci-Fi Adult Cast, Detective, Mecha, Military Production I.G Bandai Visual, Dentsu, Victor Entertainment, Animax, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network Bandai Entertainment, Manga Entertainment"
Higurashi no Naku Koro ni Kai,"Horror, Mystery, Supernatural, Suspense Gore, Psychological Studio Deen Geneon Universal Entertainment, Frontier Works, Sotsu, Movic Sentai Filmworks"
Natsume Yuujinchou,"Slice of Life, Supernatural Iyashikei, Mythology Brain's Base Aniplex, Nihon Ad Systems, TV Tokyo Music, Sony Music Entertainment NIS America, Inc., Crunchyroll"
Boku no Hero Academia,"Action School, Super Power Bones Dentsu, Mainichi Broadcasting System, Movic, TOHO animation, Shueisha Funimation"
Rainbow: Nisha Rokubou no Shichinin,"Drama, Suspense Delinquents, Historical Madhouse VAP, Nippon Television Network Funimation, Discotek Media"
Youjo Senki,"Action, Fantasy Isekai, Military, Reincarnation Nut AT-X, Enterbrain, Sony Music Communications, Kadokawa Funimation, Crunchyroll"
Boku no Hero Academia 4th Season,"Action School, Super Power Bones Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha Funimation"
JoJo no Kimyou na Bouken (TV),"Action, Adventure, Supernatural Historical, Vampire David Production Yomiko Advertising, Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha VIZ Media, Warner Bros. Pictures"
Tengoku Daimakyou,"Adventure, Mystery, Sci-Fi Production I.G Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, NetEase"
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,"Action, Fantasy, Supernatural ufotable Aniplex, Notes, Kadokawa Aniplex of America"
Serial Experiments Lain,"Avant Garde, Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense Psychological Triangle Staff Genco, Pioneer LDC Funimation"
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,"Action, Comedy, Sci-Fi Gag Humor, Historical, Parody, Samurai, Time Travel Sunrise TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha"
Shiguang Dailiren,"Drama, Mystery, Supernatural, Suspense Adult Cast, Time Travel LAN Studio bilibili, BeDream Funimation"
Asobi Asobase,"Comedy Gag Humor, School Lerche Hakusensha, AT-X, Sony Music Communications, Kadokawa Media House, Kadokawa"
Hajime no Ippo: Rising,"Sports Combat Sports Madhouse, MAPPA VAP, Kodansha, Nippon Television Network"
Lycoris Recoil,"Action A-1 Pictures Aniplex, BS11, ABC Animation Aniplex of America"
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,"Action, Drama, Romance Adult Cast, Historical, Samurai Studio Deen Aniplex ADV Films, Aniplex of America"
Yojouhan Shinwa Taikei,"Award Winning, Comedy, Mystery, Romance, Suspense Adult Cast, Psychological, Time Travel Madhouse Dentsu, Kadokawa Shoten, Fuji TV, TOHO, Asmik Ace, Tohokushinsha Film Corporation, Sony Music Entertainment, Fujipacific Music Funimation"
Mimi wo Sumaseba,"Drama, Romance Studio Ghibli Tokuma Shoten Disney Platform Distribution, GKIDS"
Suzume no Tojimari,"Adventure, Fantasy Mythology CoMix Wave Films Aniplex, TOHO, JR East Marketing & Communications, Kadokawa, voque ting, STORY, Lawson Entertainment Crunchyroll"
Katekyou Hitman Reborn!,"Action, Comedy Organized Crime, Super Power Artland TV Tokyo, Dentsu, Marvelous Entertainment, Pony Canyon, d-rights VIZ Media, Discotek Media"
Wotaku ni Koi wa Muzukashii,"Comedy, Romance Adult Cast, Otaku Culture, Workplace A-1 Pictures Aniplex, Dentsu, Fuji TV, Half H.P Studio, Ichijinsha, Kanetsu Investment, Christmas Holly"
Overlord III,"Action, Adventure, Fantasy Isekai Madhouse AT-X, Hakuhodo DY Music & Pictures, NTT Plala, Kadokawa Funimation"
Hinamatsuri (TV),"Comedy, Supernatural Childcare, Organized Crime feel. AT-X, Magic Capsule, Nippon Columbia, Kadokawa Media House, NTT Plala, Kadokawa, Akatsuki Funimation"
Log Horizon,"Action, Adventure, Fantasy Adult Cast, Video Game Satelight NHK Funimation, Sentai Filmworks"
Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Romance Mahou Shoujo, School Madhouse NHK, Kodansha, Sogo Vision Nelvana, NIS America, Inc., Geneon Entertainment USA"
Sakamichi no Apollon,"Drama, Romance Historical, Love Polygon, Music, School Tezuka Productions, MAPPA Dentsu, Fuji TV, TOHO, DAX Production, Sony Music Entertainment Sentai Filmworks"
Evangelion Movie 1: Jo,"Action, Award Winning, Drama, Sci-Fi, Suspense Mecha, Psychological Khara Funimation"
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,"Gourmet, Ecchi School J.C.Staff Lantis, Warner Bros. Japan, KlockWorx, Shueisha Sentai Filmworks"
Yuri!!! on Ice,"Award Winning, Sports Performing Arts MAPPA Dentsu, TV Asahi, Movic, Avex Pictures, CIC, Cygames Funimation, Crunchyroll"
